article_ID,author_ID,description,decision
390,6701454416,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
390,57199050938,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
390,57215007775,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
391,56165315000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
391,57117361200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
391,6603040755,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
392,55764744500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
392,15318992700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
392,57217581770,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
393,57203758421,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
393,54415193700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
393,7006715937,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
394,57203247682,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
394,57192140261,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
394,12646129300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
395,57194697486,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
395,57211281996,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
395,57195591421,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
396,55916540700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
396,57195718233,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
396,55764938300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
397,56911636200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
397,57210290270,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
397,57196097542,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
398,57203017789,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
398,16313800700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
398,7403131979,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
399,57215823167,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
399,57209399454,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
399,56689651300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
400,57190859038,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
400,57215336161,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
400,57160053200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
401,57204475222,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
401,7006253705,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
401,26658095100,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
402,57210191104,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
402,57215366913,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
402,55981276700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
403,57211503118,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
403,55922401500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
403,57210949030,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
404,16313800700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
404,56263632000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
404,57218102993,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
405,57207110219,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
405,57196484337,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
405,57196484337,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
406,56164575400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
406,46961076700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
406,6507028828,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
407,55559344500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
407,55797091700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
407,7202713087,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
408,57205285400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
408,55502104200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
408,57201704300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
409,14620010300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
409,57203269936,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
409,56226072000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
410,56985459400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
410,35792700800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
410,57205503531,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
411,56968013300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
411,56380927900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
411,57189294915,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
412,56735940800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
412,7202035366,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
412,6507743831,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
413,56363360200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
413,57193627694,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
413,24923036100,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
414,57208928114,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
414,57023282300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
414,57207687563,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
415,57197795830,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
415,12799657800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
415,7007155092,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
416,57200208018,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
416,57212110613,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
416,6506328689,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
417,26029526200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
417,57218836048,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
417,23012861700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
418,6602562656,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
418,57209399640,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
418,7102843798,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
419,56244640900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
419,57204968964,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
419,53878508900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
420,57201650328,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
420,57201666213,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
420,57208823236,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
421,57199050938,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
421,57217339723,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
421,57207110219,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
422,54790496100,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
422,9336961600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
422,6701383359,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
423,57215684781,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
423,56680505500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
423,57200335858,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
424,7801604567,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
424,55613237293,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
424,12797217700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
425,55698505100,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
425,57196088013,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
425,35546747200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
426,57214718289,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
426,7005612595,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
426,24177939700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
427,57207008616,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
427,57203030537,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
427,57204470823,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
428,6701925700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
428,57195420301,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
428,57216076371,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
429,24504209800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
429,57218875152,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
429,14057706900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
430,57190859038,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
430,7103248108,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
430,57202445593,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
431,57202852104,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
431,10939408000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
431,54415129200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
432,57200206650,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
432,57190256209,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
432,57195600276,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
433,57215432728,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
433,57218593962,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
433,57207687950,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
434,7004002400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
434,57191031931,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
434,57208341600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
435,35269204800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
435,57208709468,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
435,57212383793,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
436,35725132100,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
436,39362193900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
436,9845705900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
437,7003702751,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
437,57201111301,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
437,57002749600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
438,8578022500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
438,6701580763,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
438,57193755486,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
439,57192981384,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
439,24726409500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
439,57190808464,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
440,57219006078,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
440,6507270351,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
440,57190404271,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
441,57219327922,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
441,57201484423,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
441,57205503531,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
442,57202585105,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
442,57200375892,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
442,15833172400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
443,56798055200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
443,55359090100,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
443,57190605478,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
444,9745660700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
444,7402967162,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
444,57205652485,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
445,53879700900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
445,57202735625,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
445,50162863000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
446,57192697616,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
446,17136347400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
446,7405891981,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
447,57215052018,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
447,35320703200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
447,57200688910,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
448,8717447000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
448,35182844400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
448,56672834700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
449,7202083837,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
449,57171695300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
449,7201793184,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
450,56149906900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
450,7006817766,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
450,57217789464,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
451,55807632000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
451,57203179434,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
451,43261827400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
452,55849071700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
452,57193903292,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
452,7402406630,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
453,57200525944,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
453,57215534774,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
453,57160053200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
454,55611356500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
454,7004307869,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
454,6602761720,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
455,56266132600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
455,57204677450,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
455,14631026900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
456,55326050200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
456,57209474608,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
456,55736845400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
457,55895275900,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
457,57189623841,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
457,41262329300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
458,57216287324,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
458,57196950804,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
458,57192247939,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
459,6603570606,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
459,57210923446,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
459,56608873500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
460,57203221999,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
460,56330168500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
460,57031532300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
461,35236206700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
461,57210289242,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
461,9745660700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
462,18042274300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
462,56426567600,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
462,6506484066,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
463,57200529047,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
463,56741048000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
463,23487261200,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
464,57204925116,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
464,6507803480,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
464,35792700800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
465,55764744500,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
465,57211105311,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
465,6507412888,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
466,57203180502,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
466,14033765300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
466,56315352000,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
467,6701610428,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
467,34868168700,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
467,57003792300,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
468,57193322440,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
468,7201389702,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
468,57200206650,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
469,57202319101,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
469,55543519800,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
469,57216748895,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
470,57195332895,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
470,57196261400,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
470,7102534973,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
471,57201980753,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
471,7004904337,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured,accapted
